日期,当前持仓,调整后方案
2023-06-08,1.0801669010847235,1.1009441189388811
2023-06-09,1.0813280459170107,1.1022969273120458
2023-06-12,1.0819453769106793,1.1071928010441094
2023-06-13,1.0828861949197073,1.1119824342810223
2023-06-14,1.082209734426659,1.1127174211384203
2023-06-15,1.0810056874001859,1.1160654391315161
2023-06-16,1.0819220537002896,1.1155309453556324
2023-06-19,1.081820113397873,1.1144752269325757
2023-06-20,1.08219218921587,1.1159831836585457
2023-06-21,1.0817376801475247,1.112257807923819
2023-06-26,1.0815898391884655,1.1087991170749696
2023-06-27,1.0818402494050448,1.1141795420308016
2023-06-28,1.081179899341764,1.1137155321496466
2023-06-29,1.0813309459233453,1.1143846113630105
2023-06-30,1.0821816080601103,1.1200636261802561
2023-07-03,1.082741436926889,1.1216012363854533
2023-07-04,1.0829322560550003,1.1213569535269976
2023-07-05,1.083274058535216,1.1201725699442686
2023-07-06,1.0832068911239268,1.1177332685756667
2023-07-07,1.0831220142298124,1.1160439138921239
2023-07-10,1.083672413472893,1.1169134243787493
2023-07-11,1.083582266014379,1.1189804107137984
2023-07-12,1.0840484861344943,1.1210095280488979
2023-07-13,1.0854329446421929,1.1265245661929189
2023-07-14,1.0847284234653995,1.124318448533251
2023-07-17,1.0855426747827945,1.1262887529130288
2023-07-18,1.0864675268217088,1.129711847975628
2023-07-19,1.0883139699741167,1.1318419464383183
2023-07-20,1.0877420629047332,1.126186940293507
2023-07-21,1.0870457638960511,1.1250934681580136
2023-07-24,1.0873384399523576,1.1257071892855979
2023-07-25,1.0861174259575281,1.128547075754654
2023-07-26,1.0869001525244169,1.1280308131488868
2023-07-27,1.0872493038206716,1.1265299373541353
2023-07-28,1.0865735198635513,1.1323870942922747
2023-07-31,1.0865300989676834,1.1331162769102132
2023-08-01,1.0868881858619903,1.1322345691773388
2023-08-02,1.0868309471383057,1.1269000194828618
2023-08-03,1.086320576739643,1.127098591722958
2023-08-04,1.0862069594589738,1.1257422308656986
2023-08-07,1.0867102472382169,1.127674970348301
2023-08-08,1.086735263264417,1.1266432509901436
2023-08-09,1.0867616579799064,1.1236851681105822
2023-08-10,1.0864113192426361,1.1236465027201183
2023-08-11,1.0869493941150075,1.1207650091691306
2023-08-14,1.0875435847913848,1.1235845915986185
2023-08-15,1.0876428202841308,1.1203687678127825
2023-08-16,1.0879701928659846,1.1183209447883171
2023-08-17,1.08781773303138,1.116454894123806
2023-08-18,1.0877180485365445,1.1141406759120873
2023-08-21,1.0887545898901596,1.1166229449936358
2023-08-22,1.0887071414087408,1.1164584136520295
2023-08-23,1.0891624415240928,1.1190393035979351
2023-08-24,1.0893284848751221,1.1142940668837766
2023-08-25,1.0891733884065837,1.1154617689291195
2023-08-28,1.0892019929017869,1.118551576298544
2023-08-29,1.0897262063691149,1.1259011295846928
2023-08-30,1.0904664625940492,1.127615676259608
2023-08-31,1.0912315307438443,1.1277888846742667
2023-09-01,1.09106004038198,1.1281485562596927
2023-09-04,1.0913527295915075,1.1301095743006262
2023-09-05,1.0914910832092384,1.1288394574087743
2023-09-06,1.0906553176927005,1.1265729069223107
2023-09-07,1.0902934129019164,1.1236488642747946
2023-09-08,1.0911134997714664,1.1254873632161795
2023-09-11,1.0912533427611464,1.1291969550254453
2023-09-12,1.091512053135545,1.1259747707835501
2023-09-13,1.0920993775247956,1.125955262302195
2023-09-14,1.093727209002857,1.1295609603725227
2023-09-15,1.092034437315756,1.1227233250840782
2023-09-18,1.0919101955409798,1.1231248523457549
2023-09-19,1.0925098029030438,1.1226585339867692
2023-09-20,1.0925335187653515,1.1186502545035133
2023-09-21,1.0927541059640706,1.1129159669792807
2023-09-22,1.0924835402347588,1.1141609344674366
2023-09-25,1.0937377491240572,1.1158408725858329
2023-09-26,1.0928562717125176,1.1103243791647088
2023-09-27,1.0896279801105089,1.107605811459472
2023-09-28,1.0854106735743483,1.1056905519365385
2023-10-09,1.083512699287749,1.1073771258856984
2023-10-10,1.0872186990534258,1.1120996432785248
2023-10-11,1.0873891820128545,1.114198141789127
2023-10-12,1.0875366651450187,1.113542015786512
2023-10-13,1.088348437558632,1.1109523242068924
2023-10-16,1.090594587761527,1.115087440855182
2023-10-17,1.0911484998224013,1.1152124208516716
2023-10-18,1.0919293753842334,1.1110230157865366
2023-10-19,1.0924094395078399,1.107380945908287
2023-10-20,1.0939645129411786,1.1045053465945578
2023-10-23,1.0934174114001125,1.1027189655440028
2023-10-24,1.0936877594425038,1.1059765759603584
2023-10-25,1.09284949134893,1.100051882794311
2023-10-26,1.0935925910031872,1.0968993065075647
2023-10-27,1.0942780559986713,1.0990618182248904
2023-10-30,1.095026659928138,1.1035491964639765
2023-10-31,1.0952566033347637,1.104832694199065
2023-11-01,1.0951615579355582,1.1088871122158332
2023-11-02,1.095921710321147,1.1140513584647174
2023-11-03,1.0963485072833936,1.1186247274204528
2023-11-06,1.0959058525955871,1.1201723140647084
2023-11-07,1.0951295023755192,1.1209170196929779
2023-11-08,1.094783276773896,1.1206950136404754
2023-11-09,1.0941106854977336,1.117376939907732
2023-11-10,1.0950821741779408,1.1228365560586435
2023-11-13,1.0951099485355449,1.1222870497891317
2023-11-14,1.0959732441397951,1.1295161382973928
2023-11-15,1.0963325775689599,1.1306380110263126
2023-11-16,1.0962813956339115,1.1299642981598963
2023-11-17,1.0966842976381497,1.1304503830825086
2023-11-20,1.0954126767802137,1.1315607702404948
2023-11-21,1.0954011595892323,1.1294620665264694
2023-11-22,1.094952643099335,1.1283730231289704
2023-11-23,1.0945627714744235,1.1284941169957385
2023-11-24,1.0946047469019178,1.1271971684155597
